id;title;month;year;pages;issn;abstract;published
591;Consistent projection methods for variable density incompressible Navier-Stokes equations with continuous surface forces on a rectangular collocated mesh.;Apr;2007;73;2787-7544;Quaerat magnam consectetur modi. Labore velit non ut voluptatem. Dolor eius modi adipisci magnam. Voluptatem quaerat est dolore. Consectetur etincidunt etincidunt ut ut ut quisquam. Porro ut dolorem est. Sed sit porro magnam porro ut modi quaerat. Dolorem neque consectetur porro. Velit velit ut voluptatem sed. Ipsum porro adipisci non consectetur est voluptatem labore.;No
592;Data driven Dirichlet sampling on manifolds.;Oct;2004;92;2743-7749;Consectetur magnam dolorem dolore. Quaerat velit dolore sed. Ut quisquam tempora ipsum sit sed. Magnam amet magnam etincidunt est non. Voluptatem ut aliquam quisquam ipsum dolor. Voluptatem velit eius numquam neque labore quiquia sed.;Yes
593;3DFLUX: A high-order fully three-dimensional flux integral solver for the scalar transport equation.;Jan;2005;21;6118-8215;Tempora amet est neque. Consectetur dolore sit amet aliquam. Ut amet quaerat sed etincidunt tempora modi. Ipsum dolore aliquam dolore tempora sed quisquam dolor. Voluptatem quaerat dolore dolor eius est quaerat amet. Porro tempora quisquam eius sit. Velit quiquia amet aliquam. Velit tempora consectetur neque non voluptatem. Consectetur quaerat amet numquam amet sit sed ut. Quaerat ipsum tempora neque amet non.;Yes
594;A class of high-order finite difference schemes with minimized dispersion and adaptive dissipation for solving compressible flows.;Apr;2000;88;1873-5582;Eius amet sit etincidunt magnam. Aliquam dolorem dolore etincidunt. Labore est ipsum labore neque. Neque tempora non quisquam adipisci. Etincidunt velit quiquia ipsum ipsum porro.;Yes
595;Meshfree methods on manifolds for hydrodynamic flows on curved surfaces: A Generalized Moving Least-Squares (GMLS) approach.;Mar;2005;92;5769-3480;Tempora voluptatem quiquia adipisci est sit quiquia dolorem. Est quaerat tempora amet ipsum. Dolore magnam ipsum dolor. Neque non ipsum ut voluptatem quaerat non. Neque est modi adipisci numquam porro. Porro dolore adipisci neque consectetur sit consectetur consectetur. Quiquia consectetur porro voluptatem labore. Sit quisquam porro labore sit aliquam. Velit modi non quaerat. Porro consectetur velit dolor eius consectetur.;Yes
596;A novel stabilization method for high-order shock fitting with finite element methods.;May;2001;23;6578-4362;Amet velit eius labore non quisquam dolor quaerat. Tempora ipsum etincidunt dolorem dolor. Velit ipsum ut consectetur consectetur ut. Numquam numquam ut ut etincidunt labore eius quiquia. Non neque consectetur neque. Ipsum dolorem magnam dolore quiquia dolor amet quisquam. Est tempora sit magnam quiquia dolor dolorem. Aliquam tempora consectetur tempora ut porro magnam voluptatem.;Yes
597;Characteristic-based and interface-sharpening algorithm for high-order simulations of immiscible compressible multi-material flows.;Aug;2004;61;2394-2151;Modi aliquam dolore est dolore dolorem voluptatem consectetur. Ut ipsum labore velit ipsum velit quaerat consectetur. Modi magnam ipsum modi dolorem est. Dolor eius non voluptatem. Velit adipisci quaerat magnam quisquam. Sit tempora ipsum porro labore sed. Modi etincidunt porro quisquam dolore. Voluptatem porro quisquam dolor amet quiquia. Amet etincidunt consectetur porro quaerat adipisci.;Yes
598;Dynamic filter merging and mergeability detection for publish/subscribe.;Jun;2006;51;6825-1126;Etincidunt non quaerat quiquia labore ipsum dolore. Neque non sed consectetur labore quiquia. Quiquia velit porro neque adipisci quisquam. Porro sit aliquam sit consectetur. Labore ut modi ut quaerat. Sed magnam velit velit neque adipisci. Modi voluptatem dolore est quiquia. Porro non etincidunt voluptatem numquam amet dolor. Est quaerat quisquam dolore magnam sed.;Yes
599;Essentialist Biases Toward Psychiatric Disorders: Brain Disorders Are Presumed Innate.;Dec;2007;98;8751-3697;Dolorem non modi dolor modi velit amet. Porro magnam velit sed magnam. Porro voluptatem eius eius. Sit quiquia ipsum sed. Neque dolor dolor ipsum neque. Numquam labore sit quiquia velit numquam adipisci. Ipsum voluptatem numquam amet est eius dolor. Sed porro etincidunt ut eius adipisci etincidunt dolore. Aliquam tempora labore non dolor dolor aliquam neque. Tempora porro dolor quaerat velit.;Yes
600;Coevolution of Lexical Meaning and Pragmatic Use.;Aug;2002;71;3899-5597;Aliquam aliquam velit tempora labore dolor amet quiquia. Tempora est porro adipisci ut. Non quaerat tempora neque. Dolorem dolor ut quiquia amet quaerat. Amet sed porro numquam voluptatem dolorem. Porro tempora amet porro non. Aliquam sit eius eius amet dolore aliquam quisquam. Dolorem quiquia adipisci quiquia eius.;Yes
601;The role of online learning in the merit and promotion process: Is credit necessary or applied?;Jan;2000;23;5286-5825;Magnam neque porro voluptatem tempora. Eius non eius dolorem. Adipisci tempora consectetur eius sit quiquia tempora sit. Quiquia modi modi voluptatem sed. Quisquam consectetur aliquam quisquam quisquam. Amet adipisci aliquam sed labore sed. Adipisci numquam numquam tempora consectetur.;Yes
602;Boundary optimal (LQ) control of coupled hyperbolic PDEs and ODEs.;Jan;2008;69;5271-3162;Adipisci quiquia ut velit quisquam non neque. Sit consectetur consectetur ipsum amet consectetur amet. Voluptatem ipsum velit amet dolor. Magnam tempora consectetur porro porro. Dolorem non aliquam quaerat porro. Dolorem sit modi velit eius consectetur.;Yes
603;Least-squares estimation of a class of frequency functions: A finite sample variance expression.;Mar;2009;87;7634-8018;Quisquam quaerat ut consectetur voluptatem amet numquam. Consectetur dolore eius eius porro amet voluptatem. Ut magnam numquam tempora. Quiquia consectetur quisquam numquam quiquia dolor. Eius voluptatem quisquam dolor tempora. Dolor numquam sit numquam aliquam consectetur. Adipisci labore sed modi porro velit. Labore est est dolore aliquam voluptatem. Porro voluptatem sit aliquam quisquam porro adipisci sed. Consectetur numquam dolorem est tempora voluptatem ut.;Yes
604;Array Processor Architecture.;Feb;2009;51;2743-8885;Dolore est tempora aliquam voluptatem ut. Sed labore etincidunt sit dolore numquam. Modi quaerat ut amet quisquam. Porro aliquam ipsum aliquam adipisci neque sit. Ipsum quaerat adipisci adipisci amet neque numquam. Aliquam numquam tempora amet porro magnam est tempora. Ut amet ut velit sed quaerat tempora. Sed sed quisquam consectetur dolor etincidunt. Voluptatem dolore dolorem dolorem.;Yes
605;An Implementation of Structured Code Techniques on a Real-Time System.;Jul;2004;28;2377-7385;Adipisci non quaerat adipisci dolor dolorem numquam quaerat. Consectetur est dolor eius magnam. Amet quisquam porro sed velit. Neque neque tempora modi. Porro ut dolore porro sed adipisci etincidunt. Aliquam modi aliquam numquam labore. Dolore quaerat amet tempora est tempora dolor ut. Amet modi etincidunt adipisci adipisci eius. Numquam sit ut voluptatem dolor magnam. Consectetur amet modi consectetur modi adipisci.;Yes
606;Distributed Shared Memory: A Survey of Issues and Algorithms.;Nov;1999;60;7509-6379;Quaerat ut quisquam dolorem. Porro numquam porro numquam sit modi numquam. Neque magnam sed dolor ipsum eius sed ipsum. Quiquia amet non quiquia eius dolore adipisci. Magnam adipisci etincidunt quisquam labore non. Magnam quaerat amet non sit sit sit.;Yes
607;Integrating Technology on Initial Training Courses: A Survey Amongst CELTA Tutors.;Oct;2002;52;7895-8341;Ut dolor labore velit. Sed etincidunt porro quaerat aliquam. Neque non est dolore velit ut magnam. Porro quisquam amet sit. Modi ut quaerat aliquam sed porro. Magnam labore quaerat magnam. Magnam dolorem dolorem numquam dolor porro magnam. Quaerat adipisci aliquam etincidunt.;Yes
608;New Nonlinear Takagi-Sugeno Vehicle Model for State and Road Curvature Estimation via a Nonlinear PMI Observer.;Dec;2010;90;5196-4653;Dolorem adipisci etincidunt porro consectetur. Est numquam quiquia sit dolore porro quisquam sit. Sed quisquam sed sed sed non non. Quisquam adipisci amet velit neque. Sed quiquia est ut porro consectetur. Magnam etincidunt sit quiquia. Porro eius sed porro. Quisquam consectetur non sit velit adipisci magnam ipsum. Tempora dolore ipsum ut est sed. Adipisci numquam est adipisci velit consectetur.;Yes
609;Optimal control of a nonhomogeneous Dirichlet boundary fractional diffusion equation.;May;2004;89;4765-7085;Adipisci modi adipisci ipsum. Tempora sed modi quaerat consectetur est adipisci. Etincidunt voluptatem porro non. Dolorem modi voluptatem consectetur dolore numquam quiquia. Etincidunt magnam ipsum dolorem amet dolor. Aliquam quaerat quisquam voluptatem modi sit numquam. Labore dolorem non ut.;Yes
610;An almost symmetric Strang splitting scheme for nonlinear evolution equations.;Nov;2001;48;4216-5434;Quisquam dolorem sed quisquam sed dolor. Dolorem dolorem sit labore neque. Dolor sed adipisci dolorem sed etincidunt. Tempora labore dolor ipsum ipsum. Labore dolor non velit modi amet quisquam porro. Sed eius neque porro etincidunt tempora labore. Quiquia velit etincidunt sed quisquam tempora. Neque eius dolor quaerat voluptatem dolore dolor neque. Voluptatem ut labore quisquam.;Yes
611;The estimates of approximation by using a new type of weighted modulus of continuity.;Mar;2004;36;1165-4552;Magnam porro neque ut sed. Aliquam porro est neque adipisci. Dolorem sit labore ut dolorem sit quaerat. Quiquia numquam dolor sed adipisci voluptatem neque. Adipisci velit velit dolor quisquam. Tempora velit adipisci magnam tempora. Non ut consectetur voluptatem dolor. Sit sed dolor velit amet magnam.;Yes
612;Multikey Quickselect.;May;2005;38;2904-1121;Dolor consectetur ipsum amet. Tempora est neque porro sit. Quisquam dolorem tempora porro quisquam consectetur labore. Adipisci consectetur consectetur etincidunt. Tempora est amet labore adipisci quaerat. Quisquam modi ipsum tempora ut ut. Sed magnam quisquam eius amet.;Yes
613;Succinct Summing over Sliding Windows.;Feb;2003;52;3077-2110;Modi dolore eius porro neque neque non. Dolor voluptatem labore labore non aliquam voluptatem. Numquam porro voluptatem sit ut dolor est dolorem. Sit dolor porro dolorem sit. Consectetur non sed aliquam. Numquam tempora modi velit ut consectetur numquam. Non etincidunt neque dolore. Sit dolore ipsum dolore labore dolore modi voluptatem. Amet porro voluptatem quaerat magnam ut sit consectetur. Consectetur dolorem dolore est numquam velit ut.;Yes
614;A new representation of S5.;Jan;1999;99;5913-8239;Ut sit est est ipsum. Labore sed neque eius. Labore velit dolor magnam ut. Etincidunt velit non numquam numquam modi adipisci. Ut quisquam sed quisquam est amet. Velit ut quisquam modi etincidunt. Aliquam quaerat est dolorem. Neque est dolor quiquia sed magnam quiquia eius. Dolor est aliquam quaerat quiquia modi sed.;No
615;An independence result concerning infinite products of alephs.;Jan;2010;55;4101-8760;Consectetur magnam ut sit. Velit eius tempora eius dolorem. Consectetur voluptatem tempora numquam consectetur velit quaerat. Numquam eius aliquam modi dolor magnam ipsum. Quiquia sed neque sed numquam voluptatem magnam quisquam. Sit ut voluptatem ut voluptatem modi. Quisquam etincidunt adipisci quaerat voluptatem adipisci dolor etincidunt. Magnam eius adipisci dolorem ipsum voluptatem ut. Modi sit quiquia modi. Amet eius quisquam magnam ut.;Yes
616;A stochastic periodic review integrated inventory model involving defective items, backorder price discount, and variable lead time.;Apr;2009;29;1284-6323;Eius ut porro ipsum aliquam velit non. Dolore etincidunt magnam ut quiquia. Quaerat aliquam etincidunt amet ut labore porro est. Amet est voluptatem quiquia magnam voluptatem. Consectetur ut adipisci ut sit dolor. Neque dolorem eius dolore. Sed dolor non non numquam. Tempora eius eius ut quiquia aliquam voluptatem.;Yes
617;A Classification of Modularly Complemented Geometric Lattices.;Mar;1999;69;2533-8823;Numquam quiquia quiquia quaerat adipisci. Porro numquam eius magnam numquam amet. Quiquia quaerat magnam tempora quiquia magnam adipisci. Numquam aliquam eius numquam ut dolorem eius. Magnam dolorem consectetur voluptatem sed neque labore. Amet labore aliquam non consectetur.;Yes
618;Algebraic characterizations of regularity properties in bipartite graphs.;Jul;2010;40;2279-2068;Quisquam consectetur dolorem ipsum labore quiquia. Dolorem dolor velit ipsum quisquam dolorem. Sit non eius dolor. Neque adipisci est non quisquam sed labore. Voluptatem etincidunt sed neque amet amet quisquam sed. Labore voluptatem numquam adipisci aliquam neque sed. Porro adipisci non ipsum est neque. Non voluptatem eius sit.;Yes
619;Involutions and reflection subgroups of finite Coxeter groups.;Jun;2009;43;4381-7790;Est modi est est est etincidunt. Quiquia eius velit magnam dolorem quaerat. Eius magnam ipsum numquam tempora modi quisquam. Amet amet adipisci quisquam dolorem labore quaerat. Numquam neque numquam adipisci adipisci magnam. Quaerat consectetur etincidunt dolor porro etincidunt. Quaerat ipsum numquam modi consectetur sed aliquam voluptatem. Aliquam numquam eius voluptatem non. Sit magnam consectetur dolorem sed ut. Etincidunt porro dolore ipsum non velit magnam.;Yes
620;T-theory: An Overview.;May;1999;36;8277-6832;Adipisci adipisci adipisci velit ut quiquia. Amet modi dolore eius modi neque sed labore. Velit etincidunt voluptatem adipisci sit aliquam ut non. Numquam non non etincidunt magnam. Eius quisquam quiquia ut porro tempora dolorem modi. Porro labore amet quisquam porro modi magnam est. Quiquia consectetur voluptatem porro non est. Neque dolorem eius quisquam quisquam eius est.;Yes
621;On polynomial representation functions for multivariate linear forms.;Aug;2001;80;7561-5326;Dolor quaerat adipisci dolor. Labore est labore dolorem labore. Tempora consectetur voluptatem adipisci. Velit etincidunt non quiquia aliquam quiquia. Non amet sit modi labore magnam eius quaerat. Ut aliquam consectetur dolorem.;Yes
622;Uniqueness of the inversive plane of order sixty-four.;Oct;2001;45;5892-6515;Ipsum velit sit voluptatem. Sed quiquia dolore amet. Amet dolore sed etincidunt. Magnam adipisci sed numquam aliquam. Porro quaerat quiquia eius labore. Ipsum quisquam voluptatem tempora sit ipsum aliquam adipisci. Dolor sit amet etincidunt tempora voluptatem adipisci neque. Amet eius quiquia porro tempora consectetur dolorem. Non adipisci sit voluptatem quisquam.;Yes
623;Ring-Valued Assignments to the Points of a t-Design.;Jun;2007;34;4778-2458;Est non porro sit quiquia eius labore dolore. Etincidunt dolor etincidunt ut magnam. Sed labore ut dolorem. Sit amet velit ipsum quiquia. Numquam neque porro amet labore non voluptatem. Ut ipsum etincidunt amet velit aliquam velit. Quiquia quaerat ipsum magnam.;Yes
624;Some Characterizations of Functions Computable in On-Line Arithmetic.;Jul;2001;48;8872-1505;Quisquam ut aliquam labore. Sit dolorem dolore dolorem. Non porro non numquam adipisci est. Neque velit ut tempora adipisci ut quiquia. Porro tempora neque etincidunt. Magnam amet aliquam adipisci quisquam etincidunt dolor. Sed adipisci adipisci modi amet. Voluptatem voluptatem dolore aliquam dolor.;Yes
