inproceedings:ID;author:string[];author-aux:string[];author-orcid:string[];booktitle:string;cdrom:string[];cite:string[];cite-label:string[];crossref:string[];editor:string[];editor-orcid:string[];ee:string[];ee-type:string[];i:string[];key:string;mdate:date;month:string;note:string;note-type:string;number:string;pages:string;publtype:string;sub:string[];sup:string[];title:string;title-bibtex:string;tt:string;url:string;volume:int;year:int
8694654;Frederick J. Bruwer|Gert-Jan van Rooyen|J. Engelbrecht|Marthinus J. Booysen;;;SSCI;;;;conf/ssci/2015;;;https://doi.org/10.1109/SSCI.2015.70;;;conf/ssci/EngelbrechtBRB15;2017-05-17;;;;;427-433;;;;Performance Comparison of Dynamic Time Warping (DTW) and a Maximum Likelihood (ML) Classifier in Measuring Driver Behavior with Smartphones.;;;db/conf/ssci/ssci2015.html#EngelbrechtBRB15;;2015
8700547;Feng Yang 0001|Lianmeng Jiao|Quan Pan|Xiaoxue Feng;;;FUSION;;;;conf/fusion/2013;;;https://ieeexplore.ieee.org/document/6641178/;;;conf/fusion/JiaoPFY13;2021-08-09;;;;;145-150;;;;An evidential K-nearest neighbor classification method with weighted attributes.;;;db/conf/fusion/fusion2013.html#JiaoPFY13;;2013
8702586;Monica Gahlawat|Priyanka Sharma;;0000-0002-7415-9730;WCI;;;;conf/wci/2015;;;https://doi.org/10.1145/2791405.2791560;;;conf/wci/GahlawatS15;2021-10-14;;;;;656-660;;;;A Multi-Objective Initial Virtual Machine Allocation in Clouds using Divided KD Tree.;;;db/conf/wci/wci2015.html#GahlawatS15;;2015
8704315;Jang Haeun|Rubina Sarki|Yong-Moo Kwon;;0000-0001-5018-9567;ICDIM;;;;conf/icdim/2015;;;https://doi.org/10.1109/ICDIM.2015.7381863;;;conf/icdim/SarkiHK15;2020-12-29;;;;;194-197;;;;Design and implementation of web-based elderly friendly tangible photo technique.;;;db/conf/icdim/icdim2015.html#SarkiHK15;;2015
8710287;Andrea Salamon|Davide Rossetti|Filippo Palombi|G. Mazza|M. Guagnelli|Piero Vicini|Roberto Ammendola|Roberto Petronzio;;0000-0002-3053-3751|0000-0002-4379-4563|0000-0003-4501-3289;CLUSTER;;;;conf/cluster/2004;;;http://doi.ieeecomputersociety.org/10.1109/CLUSTR.2004.1392647|https://doi.org/10.1109/CLUSTR.2004.1392647;;;conf/cluster/AmmendolaGMPPRSV04;2017-12-08;;;;;481;;;;APENet: a high speed, low latency 3D interconnect network.;;;db/conf/cluster/cluster2004.html#AmmendolaGMPPRSV04;;2004
8713717;Alessandro Panconesi|Mauro Sozio;;;SPAA;;;;conf/spaa/2008;;;https://doi.org/10.1145/1378533.1378577;;;conf/spaa/PanconesiS08;2018-11-06;;;;;229-235;;;;Fast distributed scheduling via primal-dual.;;;db/conf/spaa/spaa2008.html#PanconesiS08;;2008
8714838;Cunli Mao|Shengxiang Gao|Yafei Zhang|Zhengtao Yu 0001|Zhenhan Wang|Zhibo Man;;;IALP;;;;conf/ialp/2020;;;https://doi.org/10.1109/IALP51396.2020.9310494;;;conf/ialp/MaoM0WGZ20;2021-01-26;;;;;92-97;;;;A Burmese Dependency Parsing Method Based on Transfer Learning.;;;db/conf/ialp/ialp2020.html#MaoM0WGZ20;;2020
8715223;Benjamin K. Tsou|Chak Yan Yeung|John Lee 0001;;;IALP;;;;conf/ialp/2019;;;https://doi.org/10.1109/IALP48816.2019.9037727;;;conf/ialp/Yeung0T19;2021-06-11;;;;;439-444;;;;Carrier Sentence Selection with Word and Context Embeddings.;;;db/conf/ialp/ialp2019.html#Yeung0T19;;2019
8718763;Daniel W. Phillips|Thomas Hervey|Werner Kuhn;;;COSIT (Workshops/Posters);;;;conf/cosit/2017wp;;;https://doi.org/10.1007/978-3-319-63946-8_14;;;conf/cosit/HerveyPK17;2018-03-08;;;;;63-66;;;;Categorizing Cognitive Scales of Spatial Information.;;;db/conf/cosit/cosit2017wp.html#HerveyPK17;;2017
8728023;Andrey V. Skobtsov|Anna A. Kalenkova;;;EDOC Workshops;;;;conf/edoc/2019w;;;https://doi.org/10.1109/EDOCW.2019.00025;;;conf/edoc/SkobtsovK19;2019-11-26;;;;;85-91;;;;Using Heuristic Algorithms for Fast Alignment between Business Processes and Goals.;;;db/conf/edoc/edoc2019w.html#SkobtsovK19;;2019
8730256;D. J. Tyler|G. Fozzard|J. E. Spragg;;;ECP;;;;conf/ecp/1997;;;https://doi.org/10.1007/3-540-63912-8_102;;;conf/ecp/SpraggFT97;2017-05-23;;;;;403-413;;;;Constraint-Based Reactive Rescheduling in a Stochastic Environment.;;;db/conf/ecp/ecp1997.html#SpraggFT97;;1997
8732816;Javier Vidal|José Crespo;;;SCCC;;;;conf/sccc/2008;;;http://doi.ieeecomputersociety.org/10.1109/SCCC.2008.17|https://doi.org/10.1109/SCCC.2008.17;;;conf/sccc/VidalC08;2017-05-25;;;;;110-115;;;;Sets Matching in Binary Images Using Mathematical Morphology.;;;db/conf/sccc/sccc2008.html#VidalC08;;2008
8735271;Alberto García Ortiz|Andre Guntoro|Hans-Peter Keil|Manfred Glesner|Massoud Momeni;;;APCCAS;;;;conf/apccas/2008;;;https://doi.org/10.1109/APCCAS.2008.4746087;;;conf/apccas/KeilMGOG08;2017-05-17;;;;;570-573;;;;A novel leakage-estimation method for input-vector control.;;;db/conf/apccas/apccas2008.html#KeilMGOG08;;2008
8736390;Cesar A. Stuardo|Haryadi S. Gunawi|Huan Ke|Jeffrey F. Lukman|Riza O. Suminto|Tanakorn Leesatapornwongsa;;0000-0003-2248-5961;HotOS;;;;conf/hotos/2017;;;https://doi.org/10.1145/3102980.3102985;;;conf/hotos/Leesatapornwongsa17;2020-09-05;;;;;24-29;;;;Scalability Bugs: When 100-Node Testing is Not Enough.;;;db/conf/hotos/hotos2017.html#Leesatapornwongsa17;;2017
8741577;Farinaz Koushanfar|Jennifer L. Wong|Miodrag Potkonjak;;0000-0003-0798-3794;DAC;;;;conf/dac/2005;;;https://doi.org/10.1145/1065579.1065818;;;conf/dac/WongKP05;2021-06-04;;;;;909-914;;;;Flexible ASIC: shared masking for multiple media processors.;;;db/conf/dac/dac2005.html#WongKP05;;2005
8742403;David D. Ling|Ibrahim M. Elfadel;;;DAC;;;;conf/dac/1997;;;https://doi.org/10.1145/266021.266030;;;conf/dac/ElfadelL97;2018-11-06;;;;;28-33;;;;Zeros and Passivity of Arnoldi-Reduced-Order Models for Interconnect Networks.;;;db/conf/dac/dac97.html#ElfadelL97;;1997
8744121;David Z. Pan|Jin Miao|Kai Zhong|Meng Li 0004;;;DAC;;;;conf/dac/2016;;;https://doi.org/10.1145/2897937.2898067;;;conf/dac/LiMZP16;2018-11-06;;;;;164:1-164:6;;;;Practical public PUF enabled by solving max-flow problem on chip.;;;db/conf/dac/dac2016.html#LiMZP16;;2016
8750020;Robert G. Cowell;;;AISTATS;;;;conf/aistats/2001;;;http://www.gatsby.ucl.ac.uk/aistats/aistats2001/files/cowell181.ps;;;conf/aistats/Cowell01;2015-05-06;;;;;;;;;On searching for optimal classifiers among Bayesian networks.;;;db/conf/aistats/aistats2001.html#Cowell01;;2001
8751358;Daniel P. Miranker|Rui Mao 0001|Smriti R. Ramakrishnan|Weijia Xu;;;SISAP;;;;conf/sisap/2008;;;http://doi.ieeecomputersociety.org/10.1109/SISAP.2008.11|https://doi.org/10.1109/SISAP.2008.11;;;conf/sisap/XuMMR08;2021-02-04;;;;;139-148;;;;Anytime K-Nearest Neighbor Search for Database Applications.;;;db/conf/sisap/sisap2008.html#XuMMR08;;2008
8754418;Manish K. Singh|Sarthak Gupta|Vassilis Kekatos;;;CISS;;;;conf/ciss/2021;;;https://doi.org/10.1109/CISS50987.2021.9400280;;;conf/ciss/SinghGK21;2021-04-23;;;;;1;;;;Machine Learning for Optimal Inverter Operation in Distribution Grids.;;;db/conf/ciss/ciss2021.html#SinghGK21;;2021
8761596;Marvin Lasserre|Pierre-Henri Wuillemin|Régis Lebrun;;;FLAIRS Conference;;;;conf/flairs/2020;;;https://aaai.org/ocs/index.php/FLAIRS/FLAIRS20/paper/view/18503;oa;;conf/flairs/LasserreLW20;2021-02-03;;;;;581-586;;;;Constaint-Based Learning for Non-Parametric Continuous Bayesian Networks.;;;db/conf/flairs/flairs2020.html#LasserreLW20;;2020
8765143;Nuno J. Mamede|Porfírio P. Filipe;;;LREC;;;;conf/lrec/2006;;;http://www.lrec-conf.org/proceedings/lrec2006/summaries/650.html;oa;;conf/lrec/FilipeM06;2019-08-19;;;;;2361-2366;;;;A Framework to Integrate Ubiquitous Knowledge Modeling.;;;db/conf/lrec/lrec2006.html#FilipeM06;;2006
8767042;Askars Salimbajevs;;;LREC;;;;conf/lrec/2018;;;http://www.lrec-conf.org/proceedings/lrec2018/summaries/258.html;oa;;conf/lrec/Salimbajevs18;2019-08-19;;;;;;;;;Creating Lithuanian and Latvian Speech Corpora from Inaccurately Annotated Web Data.;;;db/conf/lrec/lrec2018.html#Salimbajevs18;;2018
8769181;Maarten Janssen;;;LREC;;;;conf/lrec/2012;;;http://www.lrec-conf.org/proceedings/lrec2012/summaries/1098.html;oa;;conf/lrec/Janssen12;2019-08-19;;;;;2118-2124;;;;NeoTag: a POS Tagger for Grammatical Neologism Detection.;;;db/conf/lrec/lrec2012.html#Janssen12;;2012
8769388;Bart Desmet|Véronique Hoste;;;LREC;;;;conf/lrec/2014;;;http://www.lrec-conf.org/proceedings/lrec2014/summaries/597.html;oa;;conf/lrec/DesmetH14;2019-08-19;;;;;830-835;;;;Recognising suicidal messages in Dutch social media.;;;db/conf/lrec/lrec2014.html#DesmetH14;;2014
8769638;Fabio Massimo Zanzotto|Francesca Fallucchi;;;LREC;;;;conf/lrec/2008;;;http://www.lrec-conf.org/proceedings/lrec2008/summaries/284.html;oa;;conf/lrec/FallucchiZ08;2019-08-19;;;;;;;;;Yet another Platform for Extracting Knowledge from Corpora.;;;db/conf/lrec/lrec2008.html#FallucchiZ08;;2008
8771404;Anna Puupponen|Birgitta Burger|Tommi Jantunen;;;LREC;;;;conf/lrec/2020;;;https://aclanthology.org/2020.lrec-1.735/;oa;;conf/lrec/JantunenPB20;2021-08-06;;;;;6003-6007;;;;What Comes First: Combining Motion Capture and Eye Tracking Data to Study the Order of Articulators in Constructed Action in Sign Language Narratives.;;;db/conf/lrec/lrec2020.html#JantunenPB20;;2020
8773431;Chris D. Tomlinson|Terry J. Fountain;;;BMVC;;;;conf/bmvc/1995;;;https://doi.org/10.5244/C.9.56;oa;;conf/bmvc/FountainT95;2021-02-03;;;;;1-10;;;;The Propagated Instruction Processor.;;;db/conf/bmvc/bmvc1995.html#FountainT95;;1995
8780737;Fei Wang 0001|Jianying Hu|Ping Zhang 0016|Zhaonan Sun;;;AMIA;;;;conf/amia/2015;;;https://knowledge.amia.org/59310-amia-1.2741865/t001-1.2745946/f001-1.2745947/2248450-1.2745957/2211950-1.2745954;;;conf/amia/ZhangS0H15;2021-08-04;;;;;;;;;Towards Computational Drug Repositioning: A Comparative Study of Single-task and Multi-task Learning.;;;db/conf/amia/amia2015.html#ZhangS0H15;;2015
8782129;Carol Collins|Ira J. Kalet|John R. Horn|Richard D. Boyce;;;AMIA;;;;conf/amia/2005;;;https://knowledge.amia.org/amia-55142-a2005a-1.613296/t-001-1.616182/f-001-1.616183/a-014-1.616649/a-015-1.616646;;;conf/amia/BoyceCHK05;2021-08-04;;;;;;;;;Qualitative Pharmacokinetic Modeling of Drugs.;;;db/conf/amia/amia2005.html#BoyceCHK05;;2005
8783423;Anuj K. Dalal|David W. Bates|Jacqueline A. Griffin|Kerrin Bersani|Kevin Carr|Kumiko O. Schnock|Marc Pimentel|Nicholas Piniella;;;AMIA;;;;conf/amia/2019;;;https://knowledge.amia.org/69862-amia-1.4570936/t007-1.4573510/t007-1.4573511/3199257-1.4574430/3203014-1.4574427;;;conf/amia/BersaniCPSPGBD19;2021-08-04;;;;;;;;;Analysis of Representative Cases of Diagnostic Error in the Inpatient Setting.;;;db/conf/amia/amia2019.html#BersaniCPSPGBD19;;2019
8785507;Alex A. Bui|Ann S. Chang|Douglas S. Bell|Marianne Zachariah|Omolola Ogunyemi|Robert A. Jenders|Ross Fleischmann|Spencer L. SooHoo;;;AMIA;;;;conf/amia/2019;;;https://knowledge.amia.org/69862-amia-1.4570936/t007-1.4573510/t007-1.4573511/3200353-1.4574439/3202631-1.4574436;;;conf/amia/BellSCBZFOJ19;2021-08-04;;;;;;;;;Providing Data Security Guidance for Researchers.;;;db/conf/amia/amia2019.html#BellSCBZFOJ19;;2019
8786350;Amol Shah|Dale Harris|David Gutierrez|Parvati Dev|Steven Senger;;;AMIA;;;;conf/amia/2002;;;https://knowledge.amia.org/amia-55142-a2002a-1.610020/t-001-1.612667/f-001-1.612668/a-041-1.613128/a-042-1.613125;;;conf/amia/DevHGSS02;2021-08-04;;;;;;;;;End-to-end performance measurement of Internet based medical applications.;;;db/conf/amia/amia2002.html#DevHGSS02;;2002
8786638;Mari Millery|Rita Kukafka|Victoria Berges;;;AMIA;;;;conf/amia/2018;;;https://knowledge.amia.org/67852-amia-1.4259402/t007-1.4262189/t007-1.4262190/2976822-1.4262644/2977173-1.4262641;;;conf/amia/MilleryBK18;2021-08-04;;;;;;;;;Translating Community Input into Design of Contextualized Online Health Information Resources.;;;db/conf/amia/amia2018.html#MilleryBK18;;2018
8794217;Robert Beverly;;;Internet Measurement Conference;;;;conf/imc/2016;;;http://dl.acm.org/citation.cfm?id=2987479;;;conf/imc/Beverly16;2017-08-19;;;;;413-420;;;;Yarrp'ing the Internet: Randomized High-Speed Active Topology Discovery.;;;db/conf/imc/imc2016.html#Beverly16;;2016
8798250;Matthias Scheutz;;;AAMAS;;;;conf/atal/2004;;;http://dl.acm.org/citation.cfm?id=1018950|http://doi.ieeecomputersociety.org/10.1109/AAMAS.2004.10190;;;conf/atal/Scheutz04;2019-06-18;;;;;1378-1379;;;;The Utility of Adaptation vs. Signaling Action Tendencies in the Competition for Resources.;;;db/conf/atal/aamas2004.html#Scheutz04;;2004
8804326;Adrian Filipi|Bruce R. Childers|Daniel W. Williams|Jack W. Davidson|Jason Hiser;;;VEE;;;;conf/vee/2006;;;https://doi.org/10.1145/1134760.1134778;;;conf/vee/HiserWFDC06;2018-11-06;;;;;122-132;;;;Evaluating fragment construction policies for SDT systems.;;;db/conf/vee/vee2006.html#HiserWFDC06;;2006
8821944;Celina M. H. de Figueiredo|Luis Antonio Brasil Kowada|Rodrigo de A. Hausen;;0000-0002-6393-0876;BSB;;;;conf/wob/2010;;;https://doi.org/10.1007/978-3-642-15060-9_4;;;conf/wob/KowadaHF10;2019-10-19;;;;;35-46;;;;Bounds on the Transposition Distance for Lonely Permutations.;;;db/conf/wob/bsb2010.html#KowadaHF10;;2010
8825483;Erkan Uslu|Furkan Cakmak|Mehmet Fatih Amasyali|Muhammet Balcilar|Nihal Altuntas|Salih Marangoz|Sirma Yavuz;;0000-0001-8029-6689|0000-0002-0404-5973|0000-0002-6971-981X;SIU;;;;conf/siu/2016;;;https://doi.org/10.1109/SIU.2016.7496039;;;conf/siu/CakmakUAMBAY16;2021-10-14;;;;;1513-1516;;;;Deformable part model and deep learning comparison on victim detection.;;;db/conf/siu/siu2016.html#CakmakUAMBAY16;;2016
8827564;Erchan Aptoula|Ozgu Goksu;;0000-0001-6168-2883;SIU;;;;conf/siu/2018;;;https://doi.org/10.1109/SIU.2018.8404707;;;conf/siu/GoksuA18;2020-10-25;;;;;1-4;;;;Content based image retrieval of remote sensing images based on deep features.;;;db/conf/siu/siu2018.html#GoksuA18;;2018
8828236;Birgit Zimmermann|Christoph Rensing|Ralf Steinmetz;;;EuroPLoP;;;;conf/europlop/2008;;;http://ceur-ws.org/Vol-610/paper22.pdf;oa;;conf/europlop/ZimmermannRS08;2019-05-28;;;;;;;;;Experiences in Using Patterns to Support Process Experts in Wizard Creation.;;;db/conf/europlop/europlop2008.html#ZimmermannRS08;;2008
8833553;Bo Meng;;;BIC-TA;;;;conf/bic-ta/2010;;;https://doi.org/10.1109/BICTA.2010.5645119;;;conf/bic-ta/Meng10;2017-05-17;;;;;1037-1040;;;;Robust controller design for active queue management system.;;;db/conf/bic-ta/bic-ta2010.html#Meng10;;2010
8834365;Nizar Bouguila|Walid Masoudimansour;;;ICIAR;;;;conf/iciar/2015;;;https://doi.org/10.1007/978-3-319-20801-5_15;;;conf/iciar/MasoudimansourB15;2017-05-19;;;;;141-149;;;;Dimensionality Reduction of Proportional Data Through Data Separation Using Dirichlet Distribution.;;;db/conf/iciar/iciar2015.html#MasoudimansourB15;;2015
8843842;Dansong Cheng|Guohua Zhang|Jun Wang|Xing Feng;;;ICMLC;;;;conf/icmlc/2013;;;https://doi.org/10.1109/ICMLC.2013.6890842;;;conf/icmlc/WangCFZ13;2017-05-21;;;;;1501-1505;;;;Object tracking with Kalman filter and discrete cosine transform.;;;db/conf/icmlc/icmlc2013.html#WangCFZ13;;2013
8851571;Bincheng Zhang|Bingsheng Zhang|Jiajie Zhang;;0000-0002-2320-9582;SCC@AsiaCCS;;;;conf/asiaccsscc/2019;;;https://doi.org/10.1145/3327962.3331456;;;conf/asiaccsscc/ZhangZZ19;2020-12-29;;;;;23-31;;;;Defending Adversarial Attacks on Cloud-aided Automatic Speech Recognition Systems.;;;db/conf/asiaccsscc/scc2019.html#ZhangZZ19;;2019
8856364;Huisheng Liu|Yang Liu|Zhenxing Wang;;;PDCAT;;;;conf/pdcat/2012;;;https://doi.org/10.1109/PDCAT.2012.35;;;conf/pdcat/LiuWL12;2017-05-22;;;;;85-89;;;;Address Knocking: An Undetectable Authentication Based on IPv6 Address.;;;db/conf/pdcat/pdcat2012.html#LiuWL12;;2012
8862641;Guoqiang Deng|Kai Ding|Lianwen Jin;;;ICDAR;;;;conf/icdar/2009;;;http://doi.ieeecomputersociety.org/10.1109/ICDAR.2009.29|https://doi.org/10.1109/ICDAR.2009.29;;;conf/icdar/DingDJ09;2017-05-24;;;;;531-535;;;;An Investigation of Imaginary Stroke Techinique for Cursive Online Handwriting Chinese Character Recognition.;;;db/conf/icdar/icdar2009.html#DingDJ09;;2009
8863078;Bin Yang 0010|Hui Gao|Yulong Shen;;;NaNA;;;;conf/nana/2017;;;http://doi.ieeecomputersociety.org/10.1109/NaNA.2017.50|https://doi.org/10.1109/NaNA.2017.50;;;conf/nana/GaoSY17;2020-05-04;;;;;292-295;;;;D2D Communication for Disaster Recovery in Cellular Networks.;;;db/conf/nana/nana2017.html#GaoSY17;;2017
8863452;Mike F. Newman;;;SYMSACC;;;;conf/issac/1976;;;https://doi.org/10.1145/800205.806317;;;conf/issac/Newman76;2018-11-06;;;;;2-8;;;;Calculating presentations for certain kinds of quotient groups.;;;db/conf/issac/symsac1976.html#Newman76;;1976
8863669;Erik Hillgarter|Franz Winkler 0001|Günter Landsmann|Josef Schicho;;;ISSAC;;;;conf/issac/2000;;;https://doi.org/10.1145/345542.345631;;;conf/issac/LandsmannSWH00;2019-03-08;;;;;202-208;;;;Symbolic parametrization of pipe and canal surfaces.;;;db/conf/issac/issac2000.html#LandsmannSWH00;;2000
8865948;Bin Liu 0001|Dongzhe Tai|Huichen Dai|Ting Zhang 0010;;;ANCS;;;;conf/ancs/2016;;;https://doi.org/10.1145/2881025.2889482|https://ieeexplore.ieee.org/document/7856577/;;Pseudo;conf/ancs/TaiDZL16;2021-08-08;;;;;133-134;;;;On Data Plane Latency and ;;;db/conf/ancs/ancs2016.html#TaiDZL16;;2016
8867053;Artiom Alhazov|Rudolf Freund|Yurii Rogozhin;;0000-0002-6184-3971;Workshop on Membrane Computing;;;;conf/membrane/2005;;;https://doi.org/10.1007/11603047_1;;;conf/membrane/AlhazovFR05;2020-10-25;;;;;1-30;;;;Computational Power of Symport/Antiport: History, Advances, and Open Problems.;;;db/conf/membrane/membrane2005.html#AlhazovFR05;;2005
8881470;Angel Goitia|Javier Tuya|José A. Corrales|José García-Fanjul;;;ICEIS;;;;conf/iceis/2000;;;;;;conf/iceis/GoitiaGTC00;2017-02-02;;;;;529-530;;;;Building Internet Shops: Current Status of the Cities Project.;;;db/conf/iceis/iceis2000.html#GoitiaGTC00;;2000
8885705;Frédéric Abrard|Yannick Deville;;;ISSPA (2);;;;conf/isspa/2003-2;;;https://doi.org/10.1109/ISSPA.2003.1224820;;;conf/isspa/AbrardD03;2017-05-26;;;;;81-84;;;;"Blind separation of dependent sources using the ""time-frequency ratio of mixtures"" approach.";;;db/conf/isspa/isspa2003-2.html#AbrardD03;;2003
8891316;Eric W. Frew;;;ROBOCOMM;;;;conf/robocomm/2007;;;https://dl.acm.org/citation.cfm?id=1377891|https://doi.org/10.4108/ICST.ROBOCOMM2007.2203;;;conf/robocomm/Frew07;2018-11-27;;;;;18;;;;Information-theoretic integration of sensing and communication for active robot networks.;;;db/conf/robocomm/robocomm2007.html#Frew07;;2007
8891748;Feras Karablieh|Margaret Hicks|Rida A. Bazzi;;;SRDS;;;;conf/srds/2001;;;http://doi.ieeecomputersociety.org/10.1109/RELDIS.2001.969743|https://doi.org/10.1109/RELDIS.2001.969743;;;conf/srds/KarabliehBH01;2017-05-19;;;;;56-;;;;Compiler-Assisted Heterogeneous Checkpointing.;;;db/conf/srds/srds2001.html#KarabliehBH01;;2001
8892176;Can Arda Muftuoglu|Habib Saissi|Marco Serafini|Neeraj Suri|Péter Bokor;;0000-0003-1688-1167;SRDS;;;;conf/srds/2013;;;http://doi.ieeecomputersociety.org/10.1109/SRDS.2013.22|https://doi.org/10.1109/SRDS.2013.22;;;conf/srds/SaissiBMSS13;2020-10-25;;;;;133-142;;;;Efficient Verification of Distributed Protocols Using Stateful Model Checking.;;;db/conf/srds/srds2013.html#SaissiBMSS13;;2013
8894857;Jun Saiki;;;ICONIP;;;;conf/iconip/1998;;;;;;conf/iconip/Saiki98;2005-05-10;;;;;379-382;;;;Binding with and without Attention: a Neural Network Model for Computation of Spatial Relation in Object Perception.;;;db/conf/iconip/iconip1998.html#Saiki98;;1998
8895214;Hong Qu|Lin Zuo|Linyao Ma|Malu Zhang|Yanqing Xiao;;;ICONIP (3);;;;conf/iconip/2017-3;;;https://doi.org/10.1007/978-3-319-70090-8_83;;;conf/iconip/ZuoMXZQ17;2017-11-15;;;;;816-824;;;;A Dynamic Region Generation Algorithm for Image Segmentation Based on Spiking Neural Network.;;;db/conf/iconip/iconip2017-3.html#ZuoMXZQ17;;2017
8895672;Julian Jang-Jaccard|Paul A. Watters|Timothy R. McIntosh;;0000-0002-1002-057X|0000-0002-1399-7175|0000-0003-0836-4266;ICONIP (6);;;;conf/iconip/2018-6;;;https://doi.org/10.1007/978-3-030-04224-0_19;;;conf/iconip/McIntoshJW18;2021-10-14;;;;;217-229;;;;Large Scale Behavioral Analysis of Ransomware Attacks.;;;db/conf/iconip/iconip2018-6.html#McIntoshJW18;;2018
8896158;Dhvani Shah|Grace Y. Wang|Maryam Gholami Doborjeh|Nikola K. Kasabov|Zohreh Gholami Doborjeh;;0000-0003-2063-031X|0000-0003-4433-7521;ICONIP (3);;;;conf/iconip/2019-3;;;https://doi.org/10.1007/978-3-030-36718-3_17;;;conf/iconip/ShahWDDK19;2021-07-25;;;;;195-206;;;;Deep Learning of EEG Data in the NeuCube Brain-Inspired Spiking Neural Network Architecture for a Better Understanding of Depression.;;;db/conf/iconip/iconip2019-3.html#ShahWDDK19;;2019
8896672;Eisuke Kita|Hideyuki Sugiura|Masahiro Nagao|Shunya Maruta|Yi Zuo;;0000-0002-1142-8374;ICONIP (4);;;;conf/iconip/2017-4;;;https://doi.org/10.1007/978-3-319-70093-9_36;;;conf/iconip/MarutaZNSK17;2020-10-25;;;;;346-355;;;;Grammatical Evolution Using Tree Representation Learning.;;;db/conf/iconip/iconip2017-4.html#MarutaZNSK17;;2017
8897204;Cong Chen|Guoxiong Hu|Jiaming Han|Jiarong Song|Qiuyan Zhang|Ting Fang|Zhong Yang;;;ICONIP (1);;;;conf/iconip/2018-1;;;https://doi.org/10.1007/978-3-030-04167-0_29;;;conf/iconip/SongYZFHHC18;2018-12-03;;;;;319-331;;;;Human Action Recognition with 3D Convolution Skip-Connections and RNNs.;;;db/conf/iconip/iconip2018-1.html#SongYZFHHC18;;2018
8899063;Linjing Zhang|Zongzhang Zhang;;;ICONIP (2);;;;conf/iconip/2020-2;;;https://doi.org/10.1007/978-3-030-63833-7_25;;;conf/iconip/ZhangZ20;2020-11-20;;;;;295-306;;;;Double Replay Buffers with Restricted Gradient.;;;db/conf/iconip/iconip2020-2.html#ZhangZ20;;2020
8905025;Ganesh Ramesh|Laks V. S. Lakshmanan|Wendy Hui Wang|Zheng (Jessica) Zhao;;;VLDB;;;;conf/vldb/2004;;;http://www.vldb.org/conf/2004/RS4P1.PDF|https://doi.org/10.1016/B978-012088469-8.50014-0;;;conf/vldb/LakshmananRWZ04;2019-06-07;;;;;120-131;;;;On Testing Satisfiability of Tree Pattern Queries.;;;db/conf/vldb/vldb2004.html#LakshmananRWZ04;;2004
8906331;Gunter Schlageter|Peter Dadam|U. Prädel|Vincent Y. Lum;;;VLDB;;...|...|...|...|...|...|...|...|books/cs/Ullman80|conf/ac/Gray78|conf/fodo/LumDEGPWWW85|conf/gi/DadamPS82|conf/sigmod/GiordanoS76|conf/vldb/GrayLPT75|journals/acta/BayerS77|journals/cj/Mullin81|journals/computing/Lausen84|journals/csur/Verhofstad78|journals/tocs/SchwarzS84|journals/tods/LehmanY81|journals/tods/ManberL84|journals/tse/BernsteinSW79|journals/tse/KwongW82;BS77|BSW79|DLPS85|DPS82|DPS83|EN81|GLP75|GLP76|GS76|Gra78|KSW79|KW81|KW84|LY81|Lau84|Lum85|ML84|Mul81|SP84|Sche78|Sche81|ULL80|Ver78;conf/vldb/85;;;http://www.vldb.org/conf/1985/P142.PDF;;;conf/vldb/DadamLPS85;2017-03-29;;;;;142-150;;;;Selective Deferred Index Maintenance & Concurrency Control in Integrated Information Systems.;;;db/conf/vldb/vldb85.html#DadamLPS85;;1985
